2026-05-26 21:09:48 | INFO | data_feed | MT5 feed initialized for XAUUSD
2026-05-26 21:11:00 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:01 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:02 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:02 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:03 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:04 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:05 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:06 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:07 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:08 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:09 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:10 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:11 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:13 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:14 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:16 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:18 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:19 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:20 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:22 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:23 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:25 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:26 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:28 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:29 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:31 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:31 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:34 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:35 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:37 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:38 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:40 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:40 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:43 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:43 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:46 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:47 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:48 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:49 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:52 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:53 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:55 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:11:56 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:11:58 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:00 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:01 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:02 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:04 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:06 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:07 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:09 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:10 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:15 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:16 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:19 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:20 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:22 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:23 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:25 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:28 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:28 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:29 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:30 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:32 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:32 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:34 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:36 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:39 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:40 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:42 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:42 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:45 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:45 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:47 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:47 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:48 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:49 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:49 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:50 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:52 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:55 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:55 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:55 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:12:58 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:12:59 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:01 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:02 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:04 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:05 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:07 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:08 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:09 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:11 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:13 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:14 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:16 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:16 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:20 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:20 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:23 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:25 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:26 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:31 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:32 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:32 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:33 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:35 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:36 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:38 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:39 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:42 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:43 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:45 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:47 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:49 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:51 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:51 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:52 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:54 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:57 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:57 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:13:58 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:13:59 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:00 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:03 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:03 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:04 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:08 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:11 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:13 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:15 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:16 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:17 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:23 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:26 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:27 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:30 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:30 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:36 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:36 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:39 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:43 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:43 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:44 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:45 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:47 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:48 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:49 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:53 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:54 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:14:55 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:58 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:14:59 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:01 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:04 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:04 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:05 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:07 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:08 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:09 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:11 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:16 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:18 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:18 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:19 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:19 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:21 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:24 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:24 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:25 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:26 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:28 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:29 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:30 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:31 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:32 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:33 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:35 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:37 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:39 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:41 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:41 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:44 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:45 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:45 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:46 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:49 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:50 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:51 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:53 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:54 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:15:54 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:56 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:15:58 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:01 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:03 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:05 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:06 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:09 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:10 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:11 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:13 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:13 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:14 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:16 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:17 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:19 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:20 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:21 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:22 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:23 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:24 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:26 | INFO | __main__ | 127.0.0.1 - "GET /api/trades HTTP/1.1" 200 -
2026-05-26 21:16:27 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
2026-05-26 21:16:28 | INFO | __main__ | 127.0.0.1 - "GET /api/state HTTP/1.1" 200 -
